Order ID,Order Date,City,Product,Qty,Amount,Channel,Status
KC-11445,2026-04-24,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11446,2026-01-17,Bengaluru,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11447,2026-02-02,Pune,Masala Chai 250g,1,349,Amazon,Delivered
KC-11448,2026-03-18,Mumbai,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11449,2026-04-22,Delhi,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11450,2026-02-04,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11451,2026-01-21,Mumbai,Masala Chai 250g,4,1396,Amazon,Delivered
KC-11452,2026-04-26,Bengaluru,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11453,2026-02-22,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11454,2026-03-05,Delhi,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11455,2026-02-14,Delhi,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11456,2026-01-11,Mumbai,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11457,2026-04-23,Pune,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11458,2026-02-21,Mumbai,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-11459,2026-04-28,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11460,2026-04-23,Mumbai,Kulhad Gift Box,1,1299,Amazon,Returned
KC-11461,2026-01-16,Mumbai,Masala Chai 250g,2,698,Amazon,Delivered
KC-11462,2026-03-02,Delhi,Elaichi Chai 250g,2,798,Website,Delivered
KC-11463,2026-03-18,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-11464,2026-04-23,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11465,2026-02-06,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11466,2026-02-21,Mumbai,Kulhad Gift Box,3,"₹3,897",Website,Delivered
KC-11467,2026-04-30,Delhi,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11468,2026-03-16,Bengaluru,Masala Chai 250g,1,349,Website,Delivered
KC-11469,2026-01-16,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11470,2026-04-10,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11471,2026-03-26,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11472,2026-04-03,Delhi,Kulhad Gift Box,1,1299,Website,Delivered
KC-11473,2026-03-25,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-11474,2026-03-27,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11475,2026-02-13,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-11476,2026-02-09,Bengaluru,Elaichi Chai 250g,4,"₹1,596",Instagram,Delivered
KC-11477,2026-02-26,Bengaluru,Kulhad Gift Box,4,"₹5,196",Website,Delivered
KC-11478,2026-02-09,Delhi,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11479,2026-01-08,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11480,2026-02-22,Pune,Masala Chai 250g,2,₹698,Website,Delivered
KC-11481,2026-03-14,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11482,2026-03-10,Mumbai,Kulhad Gift Box,3,3897,Amazon,Delivered
KC-11483,2026-03-17,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11484,2026-03-25,Bengaluru,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11485,2026-03-03,Mumbai,Elaichi Chai 250g,3,1197,Amazon,Delivered
KC-11486,2026-03-10,Delhi,Elaichi Chai 250g,1,399,Instagram,Returned
KC-11487,2026-02-18,Delhi,Elaichi Chai 250g,4,"₹1,596",Instagram,Delivered
KC-11488,2026-02-27,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-11489,2026-01-19,Delhi,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-11490,2026-02-24,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11491,2026-02-01,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11492,2026-03-15,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11493,2026-03-16,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11494,2026-01-26,Mumbai,Elaichi Chai 250g,3,"₹1,197",Instagram,Delivered
KC-11495,2026-01-22,Mumbai,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11496,2026-04-08,Mumbai,Kulhad Gift Box,2,2598,Amazon,Returned
KC-11497,2026-01-17,Mumbai,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-11498,2026-04-30,Bengaluru,Masala Chai 250g,2,₹698,Website,Delivered
KC-11499,2026-04-27,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11500,2026-03-02,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-11501,2026-01-16,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Returned
KC-11502,2026-01-22,Mumbai,Kulhad Gift Box,3,"₹3,897",Instagram,Delivered
KC-11503,2026-03-18,Mumbai,Kulhad Gift Box,3,"₹3,897",Amazon,Returned
KC-11504,2026-02-10,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11505,2026-04-20,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-11506,2026-01-13,Bengaluru,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11507,2026-02-18,Bengaluru,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-11508,2026-01-17,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11509,2026-04-04,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-11510,2026-03-23,Delhi,Elaichi Chai 250g,1,₹399,Amazon,Returned
KC-11511,2026-03-22,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11512,2026-03-26,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-11513,2026-04-03,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-11514,2026-02-12,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11515,2026-02-24,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-11516,2026-01-16,Mumbai,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11517,2026-01-14,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11518,2026-03-03,Bengaluru,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11519,2026-04-05,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11520,2026-01-21,Delhi,Elaichi Chai 250g,1,₹399,Amazon,Returned
KC-11521,2026-02-16,Bengaluru,Masala Chai 250g,1,349,Instagram,Delivered
KC-11522,2026-01-13,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Amazon,Delivered
KC-11523,2026-02-05,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11524,2026-01-10,Bengaluru,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11525,2026-04-04,Mumbai,Masala Chai 250g,1,349,Instagram,Delivered
KC-11526,2026-04-24,Mumbai,Masala Chai 250g,3,"₹1,047",Instagram,Delivered
KC-11527,2026-03-23,Mumbai,Masala Chai 250g,3,"₹1,047",Instagram,Delivered
KC-11528,2026-04-03,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11529,2026-03-15,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11530,2026-01-01,Mumbai,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-11531,2026-01-16,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11532,2026-01-30,Pune,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11533,2026-01-07,Bengaluru,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11534,2026-01-05,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11535,2026-01-03,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11536,2026-04-20,Bengaluru,Masala Chai 250g,1,₹349,Website,Delivered
KC-11537,2026-04-12,Pune,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11538,2026-02-26,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11539,2026-04-14,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11540,2026-04-29,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11541,2026-03-16,Pune,Masala Chai 250g,4,1396,Amazon,Delivered
KC-11542,2026-02-24,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11543,2026-04-04,Delhi,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11544,2026-03-03,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11545,2026-01-11,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11546,2026-03-12,Mumbai,Elaichi Chai 250g,1,399,Website,Returned
KC-11547,2026-04-09,Mumbai,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11548,2026-01-29,Pune,Masala Chai 250g,3,"₹1,047",Amazon,Delivered
KC-11549,2026-03-19,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11550,2026-04-08,Delhi,Kulhad Gift Box,4,5196,Amazon,Delivered
KC-11551,2026-03-14,Bengaluru,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11552,2026-01-29,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11553,2026-04-21,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11554,2026-01-08,Mumbai,Elaichi Chai 250g,3,"₹1,197",Amazon,Delivered
KC-11555,2026-03-04,Delhi,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-11556,2026-02-17,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-11557,2026-03-11,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Returned
KC-11558,2026-03-29,Bengaluru,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-11559,2026-02-08,Mumbai,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11560,2026-02-25,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11561,2026-03-27,Delhi,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11562,2026-03-27,Bengaluru,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11563,2026-04-25,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11564,2026-03-23,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11565,2026-03-30,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11566,2026-04-18,Mumbai,Kulhad Gift Box,4,5196,Instagram,Delivered
KC-11567,2026-03-08,Delhi,Elaichi Chai 250g,2,798,Website,Delivered
KC-11568,2026-02-21,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-11569,2026-02-22,Pune,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11570,2026-02-12,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11571,2026-01-02,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11572,2026-04-07,Bengaluru,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11573,2026-01-30,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11574,2026-03-27,Delhi,Masala Chai 250g,1,349,Website,Delivered
KC-11575,2026-04-09,Pune,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-11576,2026-01-11,Mumbai,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11577,2026-03-11,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11578,2026-04-21,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11579,2026-01-16,Bengaluru,Elaichi Chai 250g,1,399,Amazon,Delivered
KC-11580,2026-03-12,Bengaluru,Masala Chai 250g,1,₹349,Website,Delivered
KC-11581,2026-01-17,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11582,2026-04-19,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11583,2026-03-17,Bengaluru,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11584,2026-04-14,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11585,2026-03-27,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11586,2026-01-07,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11587,2026-02-06,Mumbai,Kulhad Gift Box,4,5196,Instagram,Delivered
KC-11588,2026-04-21,Bengaluru,Kulhad Gift Box,2,2598,Instagram,Delivered
KC-11589,2026-01-04,Bengaluru,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-11590,2026-02-12,Bengaluru,Masala Chai 250g,1,349,Instagram,Delivered
KC-11591,2026-04-24,Pune,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-11592,2026-04-18,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11593,2026-01-12,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11594,2026-02-05,Mumbai,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11595,2026-02-24,Bengaluru,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11596,2026-04-05,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11597,2026-02-10,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11598,2026-04-20,Delhi,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-11599,2026-01-20,Bengaluru,Kulhad Gift Box,1,1299,Website,Returned
KC-11600,2026-03-16,Delhi,Masala Chai 250g,1,349,Amazon,Delivered
KC-11601,2026-02-02,Mumbai,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11602,2026-04-14,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-11603,2026-01-03,Bengaluru,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11604,2026-04-19,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11605,2026-03-28,Delhi,Masala Chai 250g,1,349,Amazon,Returned
KC-11606,2026-04-19,Mumbai,Masala Chai 250g,2,698,Amazon,Delivered
KC-11607,2026-04-02,Delhi,Masala Chai 250g,1,349,Amazon,Delivered
KC-11608,2026-02-14,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11609,2026-03-06,Mumbai,Elaichi Chai 250g,3,"₹1,197",Website,Returned
KC-11610,2026-01-28,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11611,2026-01-05,Bengaluru,Kulhad Gift Box,3,3897,Amazon,Delivered
KC-11612,2026-01-08,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11613,2026-02-08,Pune,Masala Chai 250g,3,1047,Amazon,Delivered
KC-11614,2026-03-17,Bengaluru,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-11615,2026-04-06,Delhi,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11616,2026-01-03,Bengaluru,Masala Chai 250g,4,"₹1,396",Amazon,Delivered
KC-11617,2026-04-12,Mumbai,Kulhad Gift Box,2,"₹2,598",Website,Delivered
KC-11618,2026-02-14,Mumbai,Masala Chai 250g,1,349,Instagram,Delivered
KC-11619,2026-04-23,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11620,2026-04-12,Bengaluru,Elaichi Chai 250g,2,798,Website,Returned
KC-11621,2026-01-14,Mumbai,Elaichi Chai 250g,2,798,Website,Delivered
KC-11622,2026-03-06,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11623,2026-03-12,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11624,2026-04-06,Bengaluru,Masala Chai 250g,2,698,Website,Delivered
KC-11625,2026-04-28,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11626,2026-01-23,Delhi,Elaichi Chai 250g,4,"₹1,596",Website,Delivered
KC-11627,2026-03-11,Delhi,Elaichi Chai 250g,3,"₹1,197",Amazon,Delivered
KC-11628,2026-03-11,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11629,2026-04-24,Pune,Masala Chai 250g,1,349,Instagram,Delivered
KC-11630,2026-03-29,Mumbai,Masala Chai 250g,3,"₹1,047",Amazon,Delivered
KC-11631,2026-01-17,Bengaluru,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11632,2026-02-18,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11633,2026-04-10,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11634,2026-01-01,Bengaluru,Elaichi Chai 250g,3,"₹1,197",Instagram,Delivered
KC-11635,2026-01-28,Mumbai,Kulhad Gift Box,2,2598,Website,Delivered
KC-11636,2026-03-25,Mumbai,Masala Chai 250g,3,"₹1,047",Amazon,Delivered
KC-11637,2026-01-27,Mumbai,Elaichi Chai 250g,4,1596,Amazon,Returned
KC-11638,2026-03-16,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11639,2026-03-01,Bengaluru,Masala Chai 250g,2,698,Website,Returned
KC-11640,2026-04-14,Mumbai,Elaichi Chai 250g,4,1596,Instagram,Returned
KC-11641,2026-02-26,Delhi,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11642,2026-02-14,Mumbai,Kulhad Gift Box,4,"₹5,196",Instagram,Delivered
KC-11643,2026-04-25,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11644,2026-02-12,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11645,2026-01-13,Pune,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11646,2026-03-16,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11647,2026-01-16,Delhi,Masala Chai 250g,4,"₹1,396",Website,Delivered
KC-11648,2026-02-19,Mumbai,Elaichi Chai 250g,1,₹399,Website,Delivered
KC-11649,2026-01-21,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11650,2026-02-25,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-11651,2026-01-24,Mumbai,Kulhad Gift Box,3,"₹3,897",Amazon,Delivered
KC-11652,2026-01-16,Mumbai,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11653,2026-02-11,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11654,2026-01-24,Delhi,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11655,2026-03-18,Delhi,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-11656,2026-04-02,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-11657,2026-04-16,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11658,2026-02-17,Mumbai,Elaichi Chai 250g,4,"₹1,596",Instagram,Delivered
KC-11659,2026-03-09,Mumbai,Kulhad Gift Box,1,1299,Instagram,Delivered
KC-11660,2026-01-15,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11661,2026-03-19,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11662,2026-03-21,Delhi,Masala Chai 250g,1,349,Instagram,Returned
KC-11663,2026-03-23,Mumbai,Masala Chai 250g,1,349,Amazon,Delivered
KC-11664,2026-02-06,Pune,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11665,2026-04-27,Pune,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11666,2026-01-06,Delhi,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-11667,2026-04-15,Delhi,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11668,2026-04-14,Bengaluru,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11669,2026-02-25,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-11670,2026-04-09,Mumbai,Masala Chai 250g,3,"₹1,047",Instagram,Delivered
KC-11671,2026-02-07,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11672,2026-02-19,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11673,2026-03-13,Bengaluru,Elaichi Chai 250g,2,798,Website,Delivered
KC-11674,2026-04-14,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11675,2026-01-17,Mumbai,Masala Chai 250g,2,₹698,Amazon,Delivered
KC-11676,2026-03-04,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Returned
KC-11677,2026-01-05,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11678,2026-04-26,Pune,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11679,2026-03-01,Bengaluru,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11680,2026-02-16,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11681,2026-04-13,Delhi,Kulhad Gift Box,1,1299,Website,Delivered
KC-11682,2026-03-21,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11683,2026-01-30,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-11684,2026-03-29,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-11685,2026-01-06,Mumbai,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-11686,2026-01-27,Mumbai,Masala Chai 250g,2,698,Website,Delivered
KC-11687,2026-01-22,Delhi,Elaichi Chai 250g,4,1596,Instagram,Delivered
KC-11688,2026-02-23,Bengaluru,Kulhad Gift Box,2,2598,Website,Delivered
KC-11689,2026-02-26,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-11690,2026-03-08,Mumbai,Elaichi Chai 250g,3,"₹1,197",Website,Delivered
KC-11691,2026-03-09,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11692,2026-04-15,Bengaluru,Elaichi Chai 250g,2,798,Website,Delivered
KC-11693,2026-04-08,Bengaluru,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-11694,2026-04-14,Mumbai,Masala Chai 250g,1,₹349,Website,Delivered
KC-11695,2026-04-06,Mumbai,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11696,2026-02-17,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11697,2026-04-01,Mumbai,Masala Chai 250g,3,"₹1,047",Website,Delivered
KC-11698,2026-01-31,Delhi,Elaichi Chai 250g,2,798,Website,Delivered
KC-11699,2026-02-16,Bengaluru,Kulhad Gift Box,2,"₹2,598",Amazon,Delivered
KC-11700,2026-02-04,Mumbai,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-11701,2026-03-25,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-11702,2026-03-29,Mumbai,Elaichi Chai 250g,2,₹798,Instagram,Delivered
KC-11703,2026-04-20,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11704,2026-04-04,Delhi,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11705,2026-03-06,Mumbai,Masala Chai 250g,2,698,Website,Delivered
KC-11706,2026-03-05,Bengaluru,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11707,2026-01-19,Mumbai,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-11708,2026-02-05,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-11709,2026-01-22,Mumbai,Masala Chai 250g,4,"₹1,396",Website,Delivered
KC-11710,2026-01-14,Delhi,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11711,2026-01-21,Mumbai,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11712,2026-03-03,Bengaluru,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-11713,2026-02-26,Pune,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11714,2026-04-09,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11715,2026-01-24,Bengaluru,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11716,2026-01-17,Mumbai,Elaichi Chai 250g,1,₹399,Instagram,Delivered
KC-11717,2026-03-06,Mumbai,Masala Chai 250g,1,₹349,Website,Returned
KC-11718,2026-02-08,Mumbai,Elaichi Chai 250g,1,399,Instagram,Delivered
KC-11719,2026-03-22,Delhi,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-11720,2026-01-09,Delhi,Masala Chai 250g,2,₹698,Instagram,Delivered
KC-11721,2026-02-02,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-11722,2026-02-13,Delhi,Masala Chai 250g,4,"₹1,396",Amazon,Delivered
KC-11723,2026-03-24,Pune,Kulhad Gift Box,2,2598,Instagram,Delivered
KC-11724,2026-03-24,Bengaluru,Masala Chai 250g,1,349,Amazon,Delivered
KC-11725,2026-02-14,Mumbai,Masala Chai 250g,1,349,Website,Delivered
KC-11726,2026-01-22,Mumbai,Elaichi Chai 250g,1,399,Website,Delivered
KC-11727,2026-02-04,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11728,2026-01-09,Mumbai,Masala Chai 250g,2,₹698,Website,Delivered
KC-11729,2026-02-28,Mumbai,Kulhad Gift Box,2,2598,Amazon,Delivered
KC-11730,2026-04-16,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11731,2026-02-08,Mumbai,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11732,2026-02-07,Mumbai,Elaichi Chai 250g,2,798,Amazon,Delivered
KC-11733,2026-03-10,Mumbai,Masala Chai 250g,2,698,Instagram,Delivered
KC-11734,2026-04-06,Bengaluru,Masala Chai 250g,1,349,Website,Delivered
KC-11735,2026-01-20,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Returned
KC-11736,2026-04-19,Bengaluru,Masala Chai 250g,3,1047,Instagram,Delivered
KC-11737,2026-04-04,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-11738,2026-04-14,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-11739,2026-04-12,Delhi,Elaichi Chai 250g,3,1197,Instagram,Delivered
KC-11740,2026-04-17,Mumbai,Kulhad Gift Box,1,1299,Website,Delivered
KC-11741,2026-02-07,Mumbai,Elaichi Chai 250g,2,798,Instagram,Delivered
KC-11742,2026-01-05,Delhi,Elaichi Chai 250g,1,₹399,Amazon,Delivered
KC-11743,2026-04-01,Mumbai,Elaichi Chai 250g,2,₹798,Amazon,Delivered
KC-11744,2026-02-25,Mumbai,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-11745,2026-03-20,Mumbai,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-11746,2026-04-21,Mumbai,Kulhad Gift Box,4,"₹5,196",Website,Delivered
KC-11747,2026-03-19,Delhi,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-11748,2026-01-20,Mumbai,Masala Chai 250g,1,₹349,Amazon,Delivered
KC-11749,2026-04-15,Mumbai,Masala Chai 250g,4,1396,Instagram,Delivered
