Order ID,Order Date,City,Product,Qty,Amount,Channel,Status
KC-10706,2026-03-14,Delhi,Kulhad Gift Box,1,"₹1,299",Amazon,Delivered
KC-10707,2026-03-14,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-10708,2026-04-03,Delhi,Kulhad Gift Box,1,"₹1,299",Instagram,Delivered
KC-10709,2026-03-02,Bengaluru,Kulhad Gift Box,1,1299,Amazon,Returned
KC-10710,2026-01-19,Pune,Masala Chai 250g,3,1047,Instagram,Delivered
KC-10711,2026-01-08,Mumbai,Kulhad Gift Box,1,"₹1,299",Website,Delivered
KC-10712,2026-01-27,Mumbai,Masala Chai 250g,1,349,Instagram,Delivered
KC-10713,2026-01-04,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-10714,2026-04-18,Mumbai,Kulhad Gift Box,1,1299,Amazon,Delivered
KC-10715,2026-03-11,Mumbai,Elaichi Chai 250g,2,₹798,Website,Delivered
KC-10716,2026-01-15,Delhi,Masala Chai 250g,1,₹349,Instagram,Delivered
KC-10717,2026-02-23,Bengaluru,Kulhad Gift Box,2,"₹2,598",Instagram,Delivered
KC-10718,2026-02-05,Delhi,Masala Chai 250g,1,₹349,Website,Delivered
KC-10719,2026-02-15,Mumbai,Elaichi Chai 250g,2,798,Instagram,Delivered
